year,state,rate,deaths,state_name,law_strength_score,restrictive_laws,permissive_laws,total_law_changes,unique_law_classes,strength_background_checks,strength_carrying_a_concealed_weapon_ccw,strength_castle_doctrine,strength_dealer_license,strength_firearm_sales_restrictions,strength_local_laws_preempted_by_state,strength_minimum_age,strength_prohibited_possessor,strength_registration,strength_waiting_period,strength_firearm_removal_at_scene_of_domestic_violence,strength_firearms_in_college_university,strength_child_access_laws,strength_gun_trafficking,strength_open_carry,strength_required_reporting_of_lost_or_stolen_firearms,strength_safety_training_required,strength_untraceable_firearms,strength_permit_to_purchase,strength_firearms_in_k_12_educational_settings,class_count_background_checks,class_count_carrying_a_concealed_weapon_ccw,class_count_castle_doctrine,class_count_dealer_license,class_count_firearm_sales_restrictions,class_count_local_laws_preempted_by_state,class_count_minimum_age,class_count_prohibited_possessor,class_count_registration,class_count_waiting_period,class_count_firearm_removal_at_scene_of_domestic_violence,class_count_firearms_in_college_university,class_count_child_access_laws,class_count_gun_trafficking,class_count_open_carry,class_count_required_reporting_of_lost_or_stolen_firearms,class_count_safety_training_required,class_count_untraceable_firearms,class_count_permit_to_purchase,class_count_firearms_in_k_12_educational_settings,class_restrictive_background_checks,class_restrictive_carrying_a_concealed_weapon_ccw,class_restrictive_castle_doctrine,class_restrictive_dealer_license,class_restrictive_firearm_sales_restrictions,class_restrictive_local_laws_preempted_by_state,class_restrictive_minimum_age,class_restrictive_prohibited_possessor,class_restrictive_registration,class_restrictive_waiting_period,class_restrictive_firearm_removal_at_scene_of_domestic_violence,class_restrictive_firearms_in_college_university,class_restrictive_child_access_laws,class_restrictive_gun_trafficking,class_restrictive_open_carry,class_restrictive_required_reporting_of_lost_or_stolen_firearms,class_restrictive_safety_training_required,class_restrictive_untraceable_firearms,class_restrictive_permit_to_purchase,class_restrictive_firearms_in_k_12_educational_settings,class_permissive_background_checks,class_permissive_carrying_a_concealed_weapon_ccw,class_permissive_castle_doctrine,class_permissive_dealer_license,class_permissive_firearm_sales_restrictions,class_permissive_local_laws_preempted_by_state,class_permissive_minimum_age,class_permissive_prohibited_possessor,class_permissive_registration,class_permissive_waiting_period,class_permissive_firearm_removal_at_scene_of_domestic_violence,class_permissive_firearms_in_college_university,class_permissive_child_access_laws,class_permissive_gun_trafficking,class_permissive_open_carry,class_permissive_required_reporting_of_lost_or_stolen_firearms,class_permissive_safety_training_required,class_permissive_untraceable_firearms,class_permissive_permit_to_purchase,class_permissive_firearms_in_k_12_educational_settings,high_risk,rate_change,law_strength_change,restrictive_ratio,permissive_ratio
2022,GA,19.7,2163,Georgia,13,23,10,33,11,6,-2,-2,2,3,-2,4,0,0,2,0,1,1,0,0,0,0,0,0,0,6,4,2,2,3,2,6,0,0,2,0,3,1,0,2,0,0,0,0,0,4,1,0,1,3,0,5,0,0,1,0,2,1,0,1,0,0,0,0,0,0,3,2,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.6000000000000014,-1,0.7,0.3
2023,GA,18.6,2070,Georgia,13,23,10,33,11,6,-2,-2,2,3,-2,4,0,0,2,0,1,1,0,0,0,0,0,0,0,6,4,2,2,3,2,6,0,0,2,0,3,1,0,2,0,0,0,0,0,4,1,0,1,3,0,5,0,0,1,0,2,1,0,1,0,0,0,0,0,0,3,2,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1.0999999999999979,0,0.7,0.3
2014,HI,2.6,40,Hawaii,51,61,10,71,14,7,-1,-2,2,6,0,11,7,3,7,2,0,1,0,-1,0,1,0,8,0,7,1,2,2,6,0,19,7,3,7,2,0,1,0,1,0,1,0,12,0,7,0,0,2,6,0,15,7,3,6,2,0,1,0,0,0,1,0,9,0,0,1,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0,0,NA,NA,0.86,0.14
2015,HI,3.6,55,Hawaii,51,61,10,71,14,7,-1,-2,2,6,0,11,7,3,7,2,0,1,0,-1,0,1,0,8,0,7,1,2,2,6,0,19,7,3,7,2,0,1,0,1,0,1,0,12,0,7,0,0,2,6,0,15,7,3,6,2,0,1,0,0,0,1,0,9,0,0,1,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0.86,0.14
2016,HI,4.5,66,Hawaii,51,61,10,71,14,7,-1,-2,2,6,0,11,7,3,7,2,0,1,0,-1,0,1,0,8,0,7,1,2,2,6,0,19,7,3,7,2,0,1,0,1,0,1,0,12,0,7,0,0,2,6,0,15,7,3,6,2,0,1,0,0,0,1,0,9,0,0,1,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0.8999999999999999,0,0.86,0.14
2017,HI,2.5,39,Hawaii,51,61,10,71,14,7,-1,-2,2,6,0,11,7,3,7,2,0,1,0,-1,0,1,0,8,0,7,1,2,2,6,0,19,7,3,7,2,0,1,0,1,0,1,0,12,0,7,0,0,2,6,0,15,7,3,6,2,0,1,0,0,0,1,0,9,0,0,1,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0,0,-2,0,0.86,0.14
2018,HI,4,59,Hawaii,51,61,10,71,14,7,-1,-2,2,6,0,11,7,3,7,2,0,1,0,-1,0,1,0,8,0,7,1,2,2,6,0,19,7,3,7,2,0,1,0,1,0,1,0,12,0,7,0,0,2,6,0,15,7,3,6,2,0,1,0,0,0,1,0,9,0,0,1,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1.5,0,0.86,0.14
2019,HI,4.4,62,Hawaii,53,63,10,73,15,7,-1,-2,2,6,0,11,7,3,7,2,0,1,0,-1,2,1,0,8,0,7,1,2,2,6,0,19,7,3,7,2,0,1,0,1,2,1,0,12,0,7,0,0,2,6,0,15,7,3,6,2,0,1,0,0,2,1,0,9,0,0,1,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0.40000000000000036,2,0.86,0.14
2020,HI,3.4,50,Hawaii,57,67,10,77,16,7,-1,-2,2,6,0,11,9,3,7,2,0,1,0,-1,2,1,2,8,0,7,1,2,2,6,0,19,9,3,7,2,0,1,0,1,2,1,2,12,0,7,0,0,2,6,0,15,9,3,6,2,0,1,0,0,2,1,2,9,0,0,1,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0,0,-1.0000000000000004,4,0.87,0.13
2021,HI,4.8,71,Hawaii,57,67,10,77,16,7,-1,-2,2,6,0,11,9,3,7,2,0,1,0,-1,2,1,2,8,0,7,1,2,2,6,0,19,9,3,7,2,0,1,0,1,2,1,2,12,0,7,0,0,2,6,0,15,9,3,6,2,0,1,0,0,2,1,2,9,0,0,1,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1.4,0,0.87,0.13
2022,HI,4.5,66,Hawaii,56,67,11,78,16,7,-2,-2,2,6,0,11,9,3,7,2,0,1,0,-1,2,1,2,8,0,7,2,2,2,6,0,19,9,3,7,2,0,1,0,1,2,1,2,12,0,7,0,0,2,6,0,15,9,3,6,2,0,1,0,0,2,1,2,9,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0,0,-0.2999999999999998,-1,0.86,0.14
2023,HI,4.9,73,Hawaii,56,67,11,78,16,7,-2,-2,2,6,0,11,9,3,7,2,0,1,0,-1,2,1,2,8,0,7,2,2,2,6,0,19,9,3,7,2,0,1,0,1,2,1,2,12,0,7,0,0,2,6,0,15,9,3,6,2,0,1,0,0,2,1,2,9,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0.40000000000000036,0,0.86,0.14
2014,IA,7.5,241,Iowa,15,21,6,27,12,5,-2,-2,0,3,-1,7,1,0,1,1,0,1,0,0,0,0,0,1,0,5,2,2,0,3,1,7,1,0,1,1,0,1,0,2,0,0,0,1,0,5,0,0,0,3,0,7,1,0,1,1,0,1,0,1,0,0,0,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,0.78,0.22
2015,IA,7.8,247,Iowa,15,21,6,27,12,5,-2,-2,0,3,-1,7,1,0,1,1,0,1,0,0,0,0,0,1,0,5,2,2,0,3,1,7,1,0,1,1,0,1,0,2,0,0,0,1,0,5,0,0,0,3,0,7,1,0,1,1,0,1,0,1,0,0,0,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2999999999999998,0,0.78,0.22
2016,IA,9.2,288,Iowa,15,21,6,27,12,5,-2,-2,0,3,-1,7,1,0,1,1,0,1,0,0,0,0,0,1,0,5,2,2,0,3,1,7,1,0,1,1,0,1,0,2,0,0,0,1,0,5,0,0,0,3,0,7,1,0,1,1,0,1,0,1,0,0,0,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.3999999999999995,0,0.78,0.22
2017,IA,9,293,Iowa,15,22,7,29,12,5,-2,-3,0,3,0,7,1,0,1,1,0,1,0,0,0,0,0,1,0,5,2,3,0,3,2,7,1,0,1,1,0,1,0,2,0,0,0,1,0,5,0,0,0,3,1,7,1,0,1,1,0,1,0,1,0,0,0,1,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.1999999999999993,0,0.76,0.24
2018,IA,8.7,282,Iowa,15,22,7,29,12,5,-2,-3,0,3,0,7,1,0,1,1,0,1,0,0,0,0,0,1,0,5,2,3,0,3,2,7,1,0,1,1,0,1,0,2,0,0,0,1,0,5,0,0,0,3,1,7,1,0,1,1,0,1,0,1,0,0,0,1,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.3000000000000007,0,0.76,0.24
2019,IA,9.1,294,Iowa,15,22,7,29,12,5,-2,-3,0,3,0,7,1,0,1,1,0,1,0,0,0,0,0,1,0,5,2,3,0,3,2,7,1,0,1,1,0,1,0,2,0,0,0,1,0,5,0,0,0,3,1,7,1,0,1,1,0,1,0,1,0,0,0,1,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.40000000000000036,0,0.76,0.24
2020,IA,11.2,351,Iowa,15,22,7,29,12,5,-2,-3,0,3,0,7,1,0,1,1,0,1,0,0,0,0,0,1,0,5,2,3,0,3,2,7,1,0,1,1,0,1,0,2,0,0,0,1,0,5,0,0,0,3,1,7,1,0,1,1,0,1,0,1,0,0,0,1,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0999999999999996,0,0.76,0.24
2021,IA,11.2,364,Iowa,14,23,9,32,12,5,-3,-3,0,3,0,7,1,0,0,1,0,1,0,0,0,0,0,2,0,5,3,3,0,3,2,7,1,0,2,1,0,1,0,2,0,0,0,2,0,5,0,0,0,3,1,7,1,0,1,1,0,1,0,1,0,0,0,1,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0.72,0.28
2022,IA,11.2,367,Iowa,14,23,9,32,12,5,-3,-3,0,3,0,7,1,0,0,1,0,1,0,0,0,0,0,2,0,5,3,3,0,3,2,7,1,0,2,1,0,1,0,2,0,0,0,2,0,5,0,0,0,3,1,7,1,0,1,1,0,1,0,1,0,0,0,1,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.72,0.28
2023,IA,10.5,341,Iowa,14,23,9,32,12,5,-3,-3,0,3,0,7,1,0,0,1,0,1,0,0,0,0,0,2,0,5,3,3,0,3,2,7,1,0,2,1,0,1,0,2,0,0,0,2,0,5,0,0,0,3,1,7,1,0,1,1,0,1,0,1,0,0,0,1,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.6999999999999993,0,0.72,0.28
2014,ID,13.2,213,Idaho,13,19,6,25,8,5,-2,-2,0,3,-1,9,0,0,2,0,-1,0,0,0,0,0,0,0,0,6,2,2,0,3,1,9,0,0,2,0,1,0,0,0,0,0,0,0,0,5,0,0,0,3,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,0.76,0.24
2015,ID,14.7,247,Idaho,13,19,6,25,8,5,-2,-2,0,3,-1,9,0,0,2,0,-1,0,0,0,0,0,0,0,0,6,2,2,0,3,1,9,0,0,2,0,1,0,0,0,0,0,0,0,0,5,0,0,0,3,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.5,0,0.76,0.24
2016,ID,14.6,242,Idaho,12,19,7,26,8,5,-3,-2,0,3,-1,9,0,0,2,0,-1,0,0,0,0,0,0,0,0,6,3,2,0,3,1,9,0,0,2,0,1,0,0,0,0,0,0,0,0,5,0,0,0,3,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.09999999999999964,-1,0.73,0.27
2017,ID,16.4,280,Idaho,12,19,7,26,8,5,-3,-2,0,3,-1,9,0,0,2,0,-1,0,0,0,0,0,0,0,0,6,3,2,0,3,1,9,0,0,2,0,1,0,0,0,0,0,0,0,0,5,0,0,0,3,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.799999999999999,0,0.73,0.27
2018,ID,16.6,294,Idaho,10,19,9,28,8,5,-3,-4,0,3,-1,9,0,0,2,0,-1,0,0,0,0,0,0,0,0,6,3,4,0,3,1,9,0,0,2,0,1,0,0,0,0,0,0,0,0,5,0,0,0,3,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.20000000000000284,-2,0.68,0.32
2019,ID,14.2,255,Idaho,10,19,9,28,8,5,-3,-4,0,3,-1,9,0,0,2,0,-1,0,0,0,0,0,0,0,0,6,3,4,0,3,1,9,0,0,2,0,1,0,0,0,0,0,0,0,0,5,0,0,0,3,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-2.400000000000002,0,0.68,0.32
2020,ID,17.6,321,Idaho,10,19,9,28,8,5,-3,-4,0,3,-1,9,0,0,2,0,-1,0,0,0,0,0,0,0,0,6,3,4,0,3,1,9,0,0,2,0,1,0,0,0,0,0,0,0,0,5,0,0,0,3,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.400000000000002,0,0.68,0.32
2021,ID,16.3,309,Idaho,10,19,9,28,8,5,-3,-4,0,3,-1,9,0,0,2,0,-1,0,0,0,0,0,0,0,0,6,3,4,0,3,1,9,0,0,2,0,1,0,0,0,0,0,0,0,0,5,0,0,0,3,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.3000000000000007,0,0.68,0.32
2022,ID,17,338,Idaho,10,19,9,28,8,5,-3,-4,0,3,-1,9,0,0,2,0,-1,0,0,0,0,0,0,0,0,6,3,4,0,3,1,9,0,0,2,0,1,0,0,0,0,0,0,0,0,5,0,0,0,3,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6999999999999993,0,0.68,0.32
2023,ID,17.9,356,Idaho,10,19,9,28,8,5,-3,-4,0,3,-1,9,0,0,2,0,-1,0,0,0,0,0,0,0,0,6,3,4,0,3,1,9,0,0,2,0,1,0,0,0,0,0,0,0,0,5,0,0,0,3,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8999999999999986,0,0.68,0.32
2014,IL,9,1179,Illinois,47,53,6,59,14,12,-1,-2,0,4,-1,8,10,0,3,1,3,1,0,2,5,0,0,2,0,12,3,2,0,4,1,8,10,0,5,1,3,1,0,2,5,0,0,2,0,12,1,0,0,4,0,8,10,0,4,1,3,1,0,2,5,0,0,2,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0.9,0.1
2015,IL,9.5,1220,Illinois,47,53,6,59,14,12,-1,-2,0,4,-1,8,10,0,3,1,3,1,0,2,5,0,0,2,0,12,3,2,0,4,1,8,10,0,5,1,3,1,0,2,5,0,0,2,0,12,1,0,0,4,0,8,10,0,4,1,3,1,0,2,5,0,0,2,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.9,0.1
2016,IL,11.7,1490,Illinois,47,53,6,59,14,12,-1,-2,0,4,-1,8,10,0,3,1,3,1,0,2,5,0,0,2,0,12,3,2,0,4,1,8,10,0,5,1,3,1,0,2,5,0,0,2,0,12,1,0,0,4,0,8,10,0,4,1,3,1,0,2,5,0,0,2,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.1999999999999993,0,0.9,0.1
2017,IL,12.1,1543,Illinois,47,53,6,59,14,12,-1,-2,0,4,-1,8,10,0,3,1,3,1,0,2,5,0,0,2,0,12,3,2,0,4,1,8,10,0,5,1,3,1,0,2,5,0,0,2,0,12,1,0,0,4,0,8,10,0,4,1,3,1,0,2,5,0,0,2,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.40000000000000036,0,0.9,0.1
2018,IL,10.9,1382,Illinois,48,54,6,60,14,12,-1,-2,0,4,-1,8,11,0,3,1,3,1,0,2,5,0,0,2,0,12,3,2,0,4,1,8,11,0,5,1,3,1,0,2,5,0,0,2,0,12,1,0,0,4,0,8,11,0,4,1,3,1,0,2,5,0,0,2,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.1999999999999993,1,0.9,0.1
2019,IL,10.8,1367,Illinois,51,57,6,63,15,12,-1,-2,1,4,-1,8,13,0,3,1,3,1,0,2,5,0,0,2,0,12,3,2,1,4,1,8,13,0,5,1,3,1,0,2,5,0,0,2,0,12,1,0,1,4,0,8,13,0,4,1,3,1,0,2,5,0,0,2,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.09999999999999964,3,0.9,0.1
2020,IL,14.1,1745,Illinois,51,57,6,63,15,12,-1,-2,1,4,-1,8,13,0,3,1,3,1,0,2,5,0,0,2,0,12,3,2,1,4,1,8,13,0,5,1,3,1,0,2,5,0,0,2,0,12,1,0,1,4,0,8,13,0,4,1,3,1,0,2,5,0,0,2,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.299999999999999,0,0.9,0.1
2021,IL,16.1,1995,Illinois,51,57,6,63,15,12,-1,-2,1,4,-1,8,13,0,3,1,3,1,0,2,5,0,0,2,0,12,3,2,1,4,1,8,13,0,5,1,3,1,0,2,5,0,0,2,0,12,1,0,1,4,0,8,13,0,4,1,3,1,0,2,5,0,0,2,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0000000000000018,0,0.9,0.1
2022,IL,14.4,1798,Illinois,52,58,6,64,16,12,-1,-2,1,4,-1,8,13,0,3,1,3,1,0,2,5,0,1,2,0,12,3,2,1,4,1,8,13,0,5,1,3,1,0,2,5,0,1,2,0,12,1,0,1,4,0,8,13,0,4,1,3,1,0,2,5,0,1,2,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.700000000000001,1,0.91,0.09
2023,IL,13.5,1691,Illinois,54,60,6,66,16,12,-1,-2,1,6,-1,8,13,0,3,1,3,1,0,2,5,0,1,2,0,12,3,2,1,6,1,8,13,0,5,1,3,1,0,2,5,0,1,2,0,12,1,0,1,6,0,8,13,0,4,1,3,1,0,2,5,0,1,2,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9000000000000004,2,0.91,0.09
2014,IN,12.4,818,Indiana,19,27,8,35,12,5,-1,-3,0,3,-1,10,2,0,3,1,0,1,0,-1,0,0,0,0,0,5,3,3,2,3,1,10,2,0,3,1,0,1,0,1,0,0,0,0,0,4,1,0,1,3,0,8,2,0,2,1,0,1,0,0,0,0,0,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,0.77,0.23
2015,IN,12.7,846,Indiana,19,27,8,35,12,5,-1,-3,0,3,-1,10,2,0,3,1,0,1,0,-1,0,0,0,0,0,5,3,3,2,3,1,10,2,0,3,1,0,1,0,1,0,0,0,0,0,4,1,0,1,3,0,8,2,0,2,1,0,1,0,0,0,0,0,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.29999999999999893,0,0.77,0.23
2016,IN,15,997,Indiana,19,27,8,35,12,5,-1,-3,0,3,-1,10,2,0,3,1,0,1,0,-1,0,0,0,0,0,5,3,3,2,3,1,10,2,0,3,1,0,1,0,1,0,0,0,0,0,4,1,0,1,3,0,8,2,0,2,1,0,1,0,0,0,0,0,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.3000000000000007,0,0.77,0.23
2017,IN,15.3,1016,Indiana,19,27,8,35,12,5,-1,-3,0,3,-1,10,2,0,3,1,0,1,0,-1,0,0,0,0,0,5,3,3,2,3,1,10,2,0,3,1,0,1,0,1,0,0,0,0,0,4,1,0,1,3,0,8,2,0,2,1,0,1,0,0,0,0,0,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3000000000000007,0,0.77,0.23
2018,IN,14.7,977,Indiana,19,27,8,35,12,5,-1,-3,0,3,-1,10,2,0,3,1,0,1,0,-1,0,0,0,0,0,5,3,3,2,3,1,10,2,0,3,1,0,1,0,1,0,0,0,0,0,4,1,0,1,3,0,8,2,0,2,1,0,1,0,0,0,0,0,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.6000000000000014,0,0.77,0.23
2019,IN,14.1,958,Indiana,19,27,8,35,12,5,-1,-3,0,3,-1,10,2,0,3,1,0,1,0,-1,0,0,0,0,0,5,3,3,2,3,1,10,2,0,3,1,0,1,0,1,0,0,0,0,0,4,1,0,1,3,0,8,2,0,2,1,0,1,0,0,0,0,0,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.5999999999999996,0,0.77,0.23
2020,IN,17.3,1159,Indiana,20,28,8,36,13,5,-1,-3,0,3,-1,10,2,0,3,1,0,1,0,-1,0,0,1,0,0,5,3,3,2,3,1,10,2,0,3,1,0,1,0,1,0,0,1,0,0,4,1,0,1,3,0,8,2,0,2,1,0,1,0,0,0,0,1,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.200000000000001,1,0.78,0.22
2021,IN,18.4,1251,Indiana,20,28,8,36,13,5,-1,-3,0,3,-1,10,2,0,3,1,0,1,0,-1,0,0,1,0,0,5,3,3,2,3,1,10,2,0,3,1,0,1,0,1,0,0,1,0,0,4,1,0,1,3,0,8,2,0,2,1,0,1,0,0,0,0,1,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0999999999999979,0,0.78,0.22
2022,IN,17.4,1211,Indiana,19,28,9,37,13,5,-2,-3,0,3,-1,10,2,0,3,1,0,1,0,-1,0,0,1,0,0,5,4,3,2,3,1,10,2,0,3,1,0,1,0,1,0,0,1,0,0,4,1,0,1,3,0,8,2,0,2,1,0,1,0,0,0,0,1,0,0,0,3,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,0.76,0.24
2023,IN,18.3,1258,Indiana,19,28,9,37,13,5,-2,-3,0,3,-1,10,2,0,3,1,0,1,0,-1,0,0,1,0,0,5,4,3,2,3,1,10,2,0,3,1,0,1,0,1,0,0,1,0,0,4,1,0,1,3,0,8,2,0,2,1,0,1,0,0,0,0,1,0,0,0,3,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9000000000000021,0,0.76,0.24
2014,KS,11.3,329,Kansas,9,14,5,19,8,2,0,-2,0,3,-2,5,1,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,0,3,2,5,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0.74,0.26
2015,KS,11.4,330,Kansas,8,14,6,20,8,2,-1,-2,0,3,-2,5,1,0,2,0,0,0,0,0,0,0,0,0,0,2,3,2,0,3,2,5,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09999999999999964,-1,0.7,0.3
2016,KS,13.4,383,Kansas,8,14,6,20,8,2,-1,-2,0,3,-2,5,1,0,2,0,0,0,0,0,0,0,0,0,0,2,3,2,0,3,2,5,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.7,0.3
2017,KS,16,466,Kansas,7,14,7,21,9,2,-1,-2,0,3,-2,5,1,0,2,0,-1,0,0,0,0,0,0,0,0,2,3,2,0,3,2,5,1,0,2,0,1,0,0,0,0,0,0,0,0,2,1,0,0,3,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.5999999999999996,-1,0.67,0.33
2018,KS,14.8,424,Kansas,8,15,7,22,9,2,-1,-2,0,3,-2,5,2,0,2,0,-1,0,0,0,0,0,0,0,0,2,3,2,0,3,2,5,2,0,2,0,1,0,0,0,0,0,0,0,0,2,1,0,0,3,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.1999999999999993,1,0.68,0.32
2019,KS,13.7,403,Kansas,8,15,7,22,9,2,-1,-2,0,3,-2,5,2,0,2,0,-1,0,0,0,0,0,0,0,0,2,3,2,0,3,2,5,2,0,2,0,1,0,0,0,0,0,0,0,0,2,1,0,0,3,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.1000000000000014,0,0.68,0.32
2020,KS,16.9,494,Kansas,8,15,7,22,9,2,-1,-2,0,3,-2,5,2,0,2,0,-1,0,0,0,0,0,0,0,0,2,3,2,0,3,2,5,2,0,2,0,1,0,0,0,0,0,0,0,0,2,1,0,0,3,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.1999999999999993,0,0.68,0.32
2021,KS,17.3,503,Kansas,8,15,7,22,9,2,-1,-2,0,3,-2,5,2,0,2,0,-1,0,0,0,0,0,0,0,0,2,3,2,0,3,2,5,2,0,2,0,1,0,0,0,0,0,0,0,0,2,1,0,0,3,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.40000000000000213,0,0.68,0.32
