year,state,rate,deaths,state_name,law_strength_score,restrictive_laws,permissive_laws,total_law_changes,unique_law_classes,strength_background_checks,strength_carrying_a_concealed_weapon_ccw,strength_castle_doctrine,strength_dealer_license,strength_firearm_sales_restrictions,strength_local_laws_preempted_by_state,strength_minimum_age,strength_prohibited_possessor,strength_registration,strength_waiting_period,strength_firearm_removal_at_scene_of_domestic_violence,strength_firearms_in_college_university,strength_child_access_laws,strength_gun_trafficking,strength_open_carry,strength_required_reporting_of_lost_or_stolen_firearms,strength_safety_training_required,strength_untraceable_firearms,strength_permit_to_purchase,strength_firearms_in_k_12_educational_settings,class_count_background_checks,class_count_carrying_a_concealed_weapon_ccw,class_count_castle_doctrine,class_count_dealer_license,class_count_firearm_sales_restrictions,class_count_local_laws_preempted_by_state,class_count_minimum_age,class_count_prohibited_possessor,class_count_registration,class_count_waiting_period,class_count_firearm_removal_at_scene_of_domestic_violence,class_count_firearms_in_college_university,class_count_child_access_laws,class_count_gun_trafficking,class_count_open_carry,class_count_required_reporting_of_lost_or_stolen_firearms,class_count_safety_training_required,class_count_untraceable_firearms,class_count_permit_to_purchase,class_count_firearms_in_k_12_educational_settings,class_restrictive_background_checks,class_restrictive_carrying_a_concealed_weapon_ccw,class_restrictive_castle_doctrine,class_restrictive_dealer_license,class_restrictive_firearm_sales_restrictions,class_restrictive_local_laws_preempted_by_state,class_restrictive_minimum_age,class_restrictive_prohibited_possessor,class_restrictive_registration,class_restrictive_waiting_period,class_restrictive_firearm_removal_at_scene_of_domestic_violence,class_restrictive_firearms_in_college_university,class_restrictive_child_access_laws,class_restrictive_gun_trafficking,class_restrictive_open_carry,class_restrictive_required_reporting_of_lost_or_stolen_firearms,class_restrictive_safety_training_required,class_restrictive_untraceable_firearms,class_restrictive_permit_to_purchase,class_restrictive_firearms_in_k_12_educational_settings,class_permissive_background_checks,class_permissive_carrying_a_concealed_weapon_ccw,class_permissive_castle_doctrine,class_permissive_dealer_license,class_permissive_firearm_sales_restrictions,class_permissive_local_laws_preempted_by_state,class_permissive_minimum_age,class_permissive_prohibited_possessor,class_permissive_registration,class_permissive_waiting_period,class_permissive_firearm_removal_at_scene_of_domestic_violence,class_permissive_firearms_in_college_university,class_permissive_child_access_laws,class_permissive_gun_trafficking,class_permissive_open_carry,class_permissive_required_reporting_of_lost_or_stolen_firearms,class_permissive_safety_training_required,class_permissive_untraceable_firearms,class_permissive_permit_to_purchase,class_permissive_firearms_in_k_12_educational_settings,high_risk,rate_change,law_strength_change,restrictive_ratio,permissive_ratio
2022,NY,5.3,1044,New York,50,55,5,60,17,10,-2,-2,1,8,0,8,9,1,2,1,3,2,1,1,3,0,1,3,0,10,2,2,1,10,0,8,9,1,2,1,3,2,1,1,3,0,1,3,0,10,0,0,1,9,0,8,9,1,2,1,3,2,1,1,3,0,1,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10000000000000053,1,0.92,0.08
2023,NY,4.7,943,New York,50,55,5,60,17,10,-2,-2,1,8,0,8,9,1,2,1,3,2,1,1,3,0,1,3,0,10,2,2,1,10,0,8,9,1,2,1,3,2,1,1,3,0,1,3,0,10,0,0,1,9,0,8,9,1,2,1,3,2,1,1,3,0,1,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5999999999999996,0,0.92,0.08
2014,OH,10.3,1211,Ohio,18,22,4,26,10,3,0,-2,0,3,-1,7,4,0,0,1,1,0,0,0,2,0,0,0,0,3,2,2,0,3,1,7,4,0,0,1,1,0,0,0,2,0,0,0,0,2,1,0,0,3,0,7,4,0,0,1,1,0,0,0,2,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0.85,0.15
2015,OH,11.9,1397,Ohio,18,22,4,26,10,3,0,-2,0,3,-1,7,4,0,0,1,1,0,0,0,2,0,0,0,0,3,2,2,0,3,1,7,4,0,0,1,1,0,0,0,2,0,0,0,0,2,1,0,0,3,0,7,4,0,0,1,1,0,0,0,2,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5999999999999996,0,0.85,0.15
2016,OH,12.9,1524,Ohio,18,22,4,26,10,3,0,-2,0,3,-1,7,4,0,0,1,1,0,0,0,2,0,0,0,0,3,2,2,0,3,1,7,4,0,0,1,1,0,0,0,2,0,0,0,0,2,1,0,0,3,0,7,4,0,0,1,1,0,0,0,2,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.85,0.15
2017,OH,13.7,1589,Ohio,18,22,4,26,10,3,0,-2,0,3,-1,7,4,0,0,1,1,0,0,0,2,0,0,0,0,3,2,2,0,3,1,7,4,0,0,1,1,0,0,0,2,0,0,0,0,2,1,0,0,3,0,7,4,0,0,1,1,0,0,0,2,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7999999999999989,0,0.85,0.15
2018,OH,13.1,1555,Ohio,18,22,4,26,10,3,0,-2,0,3,-1,7,4,0,0,1,1,0,0,0,2,0,0,0,0,3,2,2,0,3,1,7,4,0,0,1,1,0,0,0,2,0,0,0,0,2,1,0,0,3,0,7,4,0,0,1,1,0,0,0,2,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5999999999999996,0,0.85,0.15
2019,OH,13.3,1578,Ohio,17,22,5,27,10,3,0,-3,0,3,-1,7,4,0,0,1,1,0,0,0,2,0,0,0,0,3,2,3,0,3,1,7,4,0,0,1,1,0,0,0,2,0,0,0,0,2,1,0,0,3,0,7,4,0,0,1,1,0,0,0,2,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20000000000000107,-1,0.81,0.19
2020,OH,15.2,1764,Ohio,17,22,5,27,10,3,0,-3,0,3,-1,7,4,0,0,1,1,0,0,0,2,0,0,0,0,3,2,3,0,3,1,7,4,0,0,1,1,0,0,0,2,0,0,0,0,2,1,0,0,3,0,7,4,0,0,1,1,0,0,0,2,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8999999999999986,0,0.81,0.19
2021,OH,16.5,1911,Ohio,17,22,5,27,10,3,0,-3,0,3,-1,7,4,0,0,1,1,0,0,0,2,0,0,0,0,3,2,3,0,3,1,7,4,0,0,1,1,0,0,0,2,0,0,0,0,2,1,0,0,3,0,7,4,0,0,1,1,0,0,0,2,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3000000000000007,0,0.81,0.19
2022,OH,15.6,1831,Ohio,16,22,6,28,10,3,-1,-3,0,3,-1,7,4,0,0,1,1,0,0,0,2,0,0,0,0,3,3,3,0,3,1,7,4,0,0,1,1,0,0,0,2,0,0,0,0,2,1,0,0,3,0,7,4,0,0,1,1,0,0,0,2,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9000000000000004,-1,0.79,0.21
2023,OH,15,1768,Ohio,16,22,6,28,10,3,-1,-3,0,3,-1,7,4,0,0,1,1,0,0,0,2,0,0,0,0,3,3,3,0,3,1,7,4,0,0,1,1,0,0,0,2,0,0,0,0,2,1,0,0,3,0,7,4,0,0,1,1,0,0,0,2,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5999999999999996,0,0.79,0.21
2014,OK,15.7,611,Oklahoma,15,22,7,29,12,2,0,-3,0,3,-2,8,1,0,2,1,3,1,0,-1,0,0,0,0,0,2,2,3,0,3,2,8,1,0,2,1,3,1,0,1,0,0,0,0,0,2,1,0,0,3,0,8,1,0,1,1,3,1,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,NA,0.76,0.24
2015,OK,18,706,Oklahoma,15,22,7,29,12,2,0,-3,0,3,-2,8,1,0,2,1,3,1,0,-1,0,0,0,0,0,2,2,3,0,3,2,8,1,0,2,1,3,1,0,1,0,0,0,0,0,2,1,0,0,3,0,8,1,0,1,1,3,1,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.3000000000000007,0,0.76,0.24
2016,OK,19.6,766,Oklahoma,15,22,7,29,12,2,0,-3,0,3,-2,8,1,0,2,1,3,1,0,-1,0,0,0,0,0,2,2,3,0,3,2,8,1,0,2,1,3,1,0,1,0,0,0,0,0,2,1,0,0,3,0,8,1,0,1,1,3,1,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.6000000000000014,0,0.76,0.24
2017,OK,17.2,681,Oklahoma,15,22,7,29,12,2,0,-3,0,3,-2,8,1,0,2,1,3,1,0,-1,0,0,0,0,0,2,2,3,0,3,2,8,1,0,2,1,3,1,0,1,0,0,0,0,0,2,1,0,0,3,0,8,1,0,1,1,3,1,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-2.400000000000002,0,0.76,0.24
2018,OK,16.8,665,Oklahoma,15,22,7,29,12,2,0,-3,0,3,-2,8,1,0,2,1,3,1,0,-1,0,0,0,0,0,2,2,3,0,3,2,8,1,0,2,1,3,1,0,1,0,0,0,0,0,2,1,0,0,3,0,8,1,0,1,1,3,1,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.3999999999999986,0,0.76,0.24
2019,OK,18.6,737,Oklahoma,14,22,8,30,12,2,-1,-3,0,3,-2,8,1,0,2,1,3,1,0,-1,0,0,0,0,0,2,3,3,0,3,2,8,1,0,2,1,3,1,0,1,0,0,0,0,0,2,1,0,0,3,0,8,1,0,1,1,3,1,0,0,0,0,0,0,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.8000000000000007,-1,0.73,0.27
2020,OK,20.7,826,Oklahoma,14,22,8,30,12,2,-1,-3,0,3,-2,8,1,0,2,1,3,1,0,-1,0,0,0,0,0,2,3,3,0,3,2,8,1,0,2,1,3,1,0,1,0,0,0,0,0,2,1,0,0,3,0,8,1,0,1,1,3,1,0,0,0,0,0,0,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.099999999999998,0,0.73,0.27
2021,OK,21.2,836,Oklahoma,14,22,8,30,12,2,-1,-3,0,3,-2,8,1,0,2,1,3,1,0,-1,0,0,0,0,0,2,3,3,0,3,2,8,1,0,2,1,3,1,0,1,0,0,0,0,0,2,1,0,0,3,0,8,1,0,1,1,3,1,0,0,0,0,0,0,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.5,0,0.73,0.27
2022,OK,19.8,797,Oklahoma,14,22,8,30,12,2,-1,-3,0,3,-2,8,1,0,2,1,3,1,0,-1,0,0,0,0,0,2,3,3,0,3,2,8,1,0,2,1,3,1,0,1,0,0,0,0,0,2,1,0,0,3,0,8,1,0,1,1,3,1,0,0,0,0,0,0,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.3999999999999986,0,0.73,0.27
2023,OK,19.9,814,Oklahoma,14,22,8,30,12,2,-1,-3,0,3,-2,8,1,0,2,1,3,1,0,-1,0,0,0,0,0,2,3,3,0,3,2,8,1,0,2,1,3,1,0,1,0,0,0,0,0,2,1,0,0,3,0,8,1,0,1,1,3,1,0,0,0,0,0,0,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.09999999999999787,0,0.73,0.27
2014,OR,11.7,497,Oregon,16,22,6,28,9,4,-2,-2,0,3,-1,7,3,0,3,0,1,0,0,0,0,0,0,0,0,4,2,2,0,3,1,7,3,0,3,0,3,0,0,0,0,0,0,0,0,4,0,0,0,3,0,7,3,0,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,0.79,0.21
2015,OR,11.4,486,Oregon,18,24,6,30,9,6,-2,-2,0,3,-1,7,3,0,3,0,1,0,0,0,0,0,0,0,0,6,2,2,0,3,1,7,3,0,3,0,3,0,0,0,0,0,0,0,0,6,0,0,0,3,0,7,3,0,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.29999999999999893,2,0.8,0.2
2016,OR,11.9,513,Oregon,19,25,6,31,9,6,-2,-2,0,3,-1,7,4,0,3,0,1,0,0,0,0,0,0,0,0,6,2,2,0,3,1,7,4,0,3,0,3,0,0,0,0,0,0,0,0,6,0,0,0,3,0,7,4,0,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,1,0.81,0.19
2017,OR,12.1,528,Oregon,19,25,6,31,9,6,-2,-2,0,3,-1,7,4,0,3,0,1,0,0,0,0,0,0,0,0,6,2,2,0,3,1,7,4,0,3,0,3,0,0,0,0,0,0,0,0,6,0,0,0,3,0,7,4,0,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1999999999999993,0,0.81,0.19
2018,OR,11.7,519,Oregon,21,27,6,33,9,6,-2,-2,0,3,-1,7,6,0,3,0,1,0,0,0,0,0,0,0,0,6,2,2,0,3,1,7,6,0,3,0,3,0,0,0,0,0,0,0,0,6,0,0,0,3,0,7,6,0,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.40000000000000036,2,0.82,0.18
2019,OR,12.6,566,Oregon,23,29,6,35,10,6,-2,-2,0,3,-1,7,7,0,3,1,1,0,0,0,0,0,0,0,0,6,2,2,0,3,1,7,7,0,3,1,3,0,0,0,0,0,0,0,0,6,0,0,0,3,0,7,7,0,2,1,2,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9000000000000004,2,0.83,0.17
2020,OR,13,592,Oregon,23,29,6,35,10,6,-2,-2,0,3,-1,7,7,0,3,1,1,0,0,0,0,0,0,0,0,6,2,2,0,3,1,7,7,0,3,1,3,0,0,0,0,0,0,0,0,6,0,0,0,3,0,7,7,0,2,1,2,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.40000000000000036,0,0.83,0.17
2021,OR,14.9,670,Oregon,26,32,6,38,12,6,-2,-2,0,3,-1,7,7,0,3,1,1,1,0,0,2,0,0,0,0,6,2,2,0,3,1,7,7,0,3,1,3,1,0,0,2,0,0,0,0,6,0,0,0,3,0,7,7,0,2,1,2,1,0,0,2,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.9000000000000004,3,0.84,0.16
2022,OR,14.4,655,Oregon,28,34,6,40,12,8,-2,-2,0,3,-1,7,7,0,3,1,1,1,0,0,2,0,0,0,0,8,2,2,0,3,1,7,7,0,3,1,3,1,0,0,2,0,0,0,0,8,0,0,0,3,0,7,7,0,2,1,2,1,0,0,2,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.5,2,0.85,0.15
2023,OR,14.2,642,Oregon,28,34,6,40,12,8,-2,-2,0,3,-1,7,7,0,3,1,1,1,0,0,2,0,0,0,0,8,2,2,0,3,1,7,7,0,3,1,3,1,0,0,2,0,0,0,0,8,0,0,0,3,0,7,7,0,2,1,2,1,0,0,2,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.20000000000000107,0,0.85,0.15
2014,PA,10.5,1390,Pennsylvania,25,34,9,43,14,7,-2,-3,1,3,-1,9,5,0,2,1,0,1,2,-2,2,0,0,0,0,7,2,3,3,3,1,9,5,0,2,1,0,1,2,2,2,0,0,0,0,7,0,0,2,3,0,9,5,0,1,1,0,1,2,0,2,0,0,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,NA,0.79,0.21
2015,PA,11.4,1485,Pennsylvania,25,34,9,43,14,7,-2,-3,1,3,-1,9,5,0,2,1,0,1,2,-2,2,0,0,0,0,7,2,3,3,3,1,9,5,0,2,1,0,1,2,2,2,0,0,0,0,7,0,0,2,3,0,9,5,0,1,1,0,1,2,0,2,0,0,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.9000000000000004,0,0.79,0.21
2016,PA,12,1555,Pennsylvania,25,34,9,43,14,7,-2,-3,1,3,-1,9,5,0,2,1,0,1,2,-2,2,0,0,0,0,7,2,3,3,3,1,9,5,0,2,1,0,1,2,2,2,0,0,0,0,7,0,0,2,3,0,9,5,0,1,1,0,1,2,0,2,0,0,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.5999999999999996,0,0.79,0.21
2017,PA,12.5,1636,Pennsylvania,25,34,9,43,14,7,-2,-3,1,3,-1,9,5,0,2,1,0,1,2,-2,2,0,0,0,0,7,2,3,3,3,1,9,5,0,2,1,0,1,2,2,2,0,0,0,0,7,0,0,2,3,0,9,5,0,1,1,0,1,2,0,2,0,0,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.5,0,0.79,0.21
2018,PA,12.5,1654,Pennsylvania,25,34,9,43,14,7,-2,-3,1,3,-1,9,5,0,2,1,0,1,2,-2,2,0,0,0,0,7,2,3,3,3,1,9,5,0,2,1,0,1,2,2,2,0,0,0,0,7,0,0,2,3,0,9,5,0,1,1,0,1,2,0,2,0,0,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.79,0.21
2019,PA,11.7,1541,Pennsylvania,25,34,9,43,14,7,-2,-3,1,3,-1,9,5,0,2,1,0,1,2,-2,2,0,0,0,0,7,2,3,3,3,1,9,5,0,2,1,0,1,2,2,2,0,0,0,0,7,0,0,2,3,0,9,5,0,1,1,0,1,2,0,2,0,0,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-0.8000000000000007,0,0.79,0.21
2020,PA,13.6,1752,Pennsylvania,25,34,9,43,14,7,-2,-3,1,3,-1,9,5,0,2,1,0,1,2,-2,2,0,0,0,0,7,2,3,3,3,1,9,5,0,2,1,0,1,2,2,2,0,0,0,0,7,0,0,2,3,0,9,5,0,1,1,0,1,2,0,2,0,0,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.9000000000000004,0,0.79,0.21
2021,PA,14.8,1905,Pennsylvania,25,34,9,43,14,7,-2,-3,1,3,-1,9,5,0,2,1,0,1,2,-2,2,0,0,0,0,7,2,3,3,3,1,9,5,0,2,1,0,1,2,2,2,0,0,0,0,7,0,0,2,3,0,9,5,0,1,1,0,1,2,0,2,0,0,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.200000000000001,0,0.79,0.21
2022,PA,14.7,1941,Pennsylvania,25,34,9,43,14,7,-2,-3,1,3,-1,9,5,0,2,1,0,1,2,-2,2,0,0,0,0,7,2,3,3,3,1,9,5,0,2,1,0,1,2,2,2,0,0,0,0,7,0,0,2,3,0,9,5,0,1,1,0,1,2,0,2,0,0,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-0.10000000000000142,0,0.79,0.21
2023,PA,13.6,1807,Pennsylvania,25,34,9,43,14,7,-2,-3,1,3,-1,9,5,0,2,1,0,1,2,-2,2,0,0,0,0,7,2,3,3,3,1,9,5,0,2,1,0,1,2,2,2,0,0,0,0,7,0,0,2,3,0,9,5,0,1,1,0,1,2,0,2,0,0,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-1.0999999999999996,0,0.79,0.21
2014,RI,3,34,Rhode Island,29,35,6,41,16,7,-1,-2,2,3,-1,9,3,0,2,1,0,1,2,-1,2,1,0,1,0,7,1,2,2,3,1,9,3,0,4,1,0,1,2,1,2,1,0,1,0,7,0,0,2,3,0,9,3,0,3,1,0,1,2,0,2,1,0,1,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA,NA,0.85,0.15
2015,RI,4.7,51,Rhode Island,29,35,6,41,16,7,-1,-2,2,3,-1,9,3,0,2,1,0,1,2,-1,2,1,0,1,0,7,1,2,2,3,1,9,3,0,4,1,0,1,2,1,2,1,0,1,0,7,0,0,2,3,0,9,3,0,3,1,0,1,2,0,2,1,0,1,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1.7000000000000002,0,0.85,0.15
2016,RI,4.1,49,Rhode Island,29,35,6,41,16,7,-1,-2,2,3,-1,9,3,0,2,1,0,1,2,-1,2,1,0,1,0,7,1,2,2,3,1,9,3,0,4,1,0,1,2,1,2,1,0,1,0,7,0,0,2,3,0,9,3,0,3,1,0,1,2,0,2,1,0,1,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.6000000000000005,0,0.85,0.15
2017,RI,3.9,43,Rhode Island,29,35,6,41,16,7,-1,-2,2,3,-1,9,3,0,2,1,0,1,2,-1,2,1,0,1,0,7,1,2,2,3,1,9,3,0,4,1,0,1,2,1,2,1,0,1,0,7,0,0,2,3,0,9,3,0,3,1,0,1,2,0,2,1,0,1,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.19999999999999973,0,0.85,0.15
2018,RI,3.3,37,Rhode Island,31,37,6,43,16,7,-1,-2,2,3,-1,9,5,0,2,1,0,1,2,-1,2,1,0,1,0,7,1,2,2,3,1,9,5,0,4,1,0,1,2,1,2,1,0,1,0,7,0,0,2,3,0,9,5,0,3,1,0,1,2,0,2,1,0,1,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.6000000000000001,2,0.86,0.14
2019,RI,4.6,48,Rhode Island,31,37,6,43,16,7,-1,-2,2,3,-1,9,5,0,2,1,0,1,2,-1,2,1,0,1,0,7,1,2,2,3,1,9,5,0,4,1,0,1,2,1,2,1,0,1,0,7,0,0,2,3,0,9,5,0,3,1,0,1,2,0,2,1,0,1,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1.2999999999999998,0,0.86,0.14
2020,RI,5.1,54,Rhode Island,33,39,6,45,17,7,-1,-2,2,3,-1,9,5,0,2,1,0,1,2,-1,2,1,2,1,0,7,1,2,2,3,1,9,5,0,4,1,0,1,2,1,2,1,2,1,0,7,0,0,2,3,0,9,5,0,3,1,0,1,2,0,2,1,2,1,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,2,0.87,0.13
2021,RI,5.6,64,Rhode Island,33,39,6,45,17,7,-1,-2,2,3,-1,9,5,0,2,1,0,1,2,-1,2,1,2,1,0,7,1,2,2,3,1,9,5,0,4,1,0,1,2,1,2,1,2,1,0,7,0,0,2,3,0,9,5,0,3,1,0,1,2,0,2,1,2,1,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0.87,0.13
2022,RI,3.1,37,Rhode Island,33,40,7,47,17,7,-2,-2,2,4,-1,9,5,0,2,1,0,1,2,-1,2,1,2,1,0,7,2,2,2,4,1,9,5,0,4,1,0,1,2,1,2,1,2,1,0,7,0,0,2,4,0,9,5,0,3,1,0,1,2,0,2,1,2,1,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-2.4999999999999996,0,0.85,0.15
2023,RI,4.8,58,Rhode Island,33,40,7,47,17,7,-2,-2,2,4,-1,9,5,0,2,1,0,1,2,-1,2,1,2,1,0,7,2,2,2,4,1,9,5,0,4,1,0,1,2,1,2,1,2,1,0,7,0,0,2,4,0,9,5,0,3,1,0,1,2,0,2,1,2,1,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1.6999999999999997,0,0.85,0.15
2014,SC,15.5,767,South Carolina,13,21,8,29,10,2,-1,-2,2,5,-1,3,3,0,0,0,3,0,0,-1,0,0,0,0,0,2,3,2,2,5,1,7,3,0,0,0,3,0,0,1,0,0,0,0,0,2,1,0,1,4,0,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,NA,0.72,0.28
2015,SC,17.3,850,South Carolina,14,22,8,30,10,2,-1,-2,2,5,-1,3,4,0,0,0,3,0,0,-1,0,0,0,0,0,2,3,2,2,5,1,7,4,0,0,0,3,0,0,1,0,0,0,0,0,2,1,0,1,4,0,5,4,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.8000000000000007,1,0.73,0.27
2016,SC,17.7,891,South Carolina,14,22,8,30,10,2,-1,-2,2,5,-1,3,4,0,0,0,3,0,0,-1,0,0,0,0,0,2,3,2,2,5,1,7,4,0,0,0,3,0,0,1,0,0,0,0,0,2,1,0,1,4,0,5,4,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.3999999999999986,0,0.73,0.27
2017,SC,17.7,893,South Carolina,14,22,8,30,10,2,-1,-2,2,5,-1,3,4,0,0,0,3,0,0,-1,0,0,0,0,0,2,3,2,2,5,1,7,4,0,0,0,3,0,0,1,0,0,0,0,0,2,1,0,1,4,0,5,4,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.73,0.27
2018,SC,17.6,895,South Carolina,14,22,8,30,10,2,-1,-2,2,5,-1,3,4,0,0,0,3,0,0,-1,0,0,0,0,0,2,3,2,2,5,1,7,4,0,0,0,3,0,0,1,0,0,0,0,0,2,1,0,1,4,0,5,4,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.09999999999999787,0,0.73,0.27
2019,SC,19.9,1012,South Carolina,14,22,8,30,10,2,-1,-2,2,5,-1,3,4,0,0,0,3,0,0,-1,0,0,0,0,0,2,3,2,2,5,1,7,4,0,0,0,3,0,0,1,0,0,0,0,0,2,1,0,1,4,0,5,4,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.299999999999997,0,0.73,0.27
2020,SC,22,1131,South Carolina,14,22,8,30,10,2,-1,-2,2,5,-1,3,4,0,0,0,3,0,0,-1,0,0,0,0,0,2,3,2,2,5,1,7,4,0,0,0,3,0,0,1,0,0,0,0,0,2,1,0,1,4,0,5,4,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.1000000000000014,0,0.73,0.27
2021,SC,22.4,1136,South Carolina,14,22,8,30,10,2,-1,-2,2,5,-1,3,4,0,0,0,3,0,0,-1,0,0,0,0,0,2,3,2,2,5,1,7,4,0,0,0,3,0,0,1,0,0,0,0,0,2,1,0,1,4,0,5,4,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.3999999999999986,0,0.73,0.27
